"-:3193720039,E-PL101-LL-01-22 LEGGINS LLANO NEGRO T.14,20"
"-:3193720040,E-PL101-LL-01-22 LEGGINS LLANO NEGRO T.16,23"
"I-BL190-0101-22 CAMISETA"
"-:I-BL190-0101-22 CAMISETA,331,28"
"-:3190050049,I-BL190-0101-22 CAMISETA M/C BEIGE T.2,2"
"-:3190050050,I-BL190-0101-22 CAMISETA M/C BEIGE T.4,7"
"-:3190050051,I-BL190-0101-22 CAMISETA M/C BEIGE T.6,5"
"-:3190050052,I-BL190-0101-22 CAMISETA M/C BEIGE T.8,14"
"I-BL190-0102-22 CAMISETA"
"-:I-BL190-0102-22 CAMISETA,336,26"
"-:3190050113,I-BL190-0102-22 CAMISETA M/C BEIGE T.2,9"
"-:3190050114,I-BL190-0102-22 CAMISETA M/C BEIGE T.4,9"
"-:3190050115,I-BL190-0102-22 CAMISETA M/C BEIGE T.6,4"
"-:3190050116,I-BL190-0102-22 CAMISETA M/C BEIGE T.8,4"
"I-BL190-0103-22 CAMISETA"
"-:I-BL190-0103-22 CAMISETA,340,27"
"-:3190050053,I-BL190-0103-22 CAMISETA M/C BEIGE T.2,4"
"-:3190050054,I-BL190-0103-22 CAMISETA M/C BEIGE T.4,7"
"-:3190050056,I-BL190-0103-22 CAMISETA M/C BEIGE T.8,16"
"I-BL190-0104-22 CAMISETA"
"-:I-BL190-0104-22 CAMISETA,345,32"
"-:3190050057,I-BL190-0104-22 CAMISETA M/C ROSADO CLARO T.2,8"
"-:3190050058,I-BL190-0104-22 CAMISETA M/C ROSADO CLARO T.4,12"
"-:3190050059,I-BL190-0104-22 CAMISETA M/C ROSADO CLARO T.6,4"
"-:3190050060,I-BL190-0104-22 CAMISETA M/C ROSADO CLARO T.8,8"
"I-BL190-0105-22 CAMISETA"
"-:I-BL190-0105-22 CAMISETA,350,15"
"-:3190050061,I-BL190-0105-22 CAMISETA M/C PALO ROSA T.2,2"
"-:3190050062,I-BL190-0105-22 CAMISETA M/C PALO ROSA T.4,5"
"-:3190050063,I-BL190-0105-22 CAMISETA M/C PALO ROSA T.6,2"
"-:3190050064,I-BL190-0105-22 CAMISETA M/C PALO ROSA T.8,6"
"I-BL190-0106-22 CAMISETA"
"-:I-BL190-0106-22 CAMISETA,355,10"
"-:3190050065,I-BL190-0106-22 CAMISETA M/C MENTA T.2,4"
"-:3190050066,I-BL190-0106-22 CAMISETA M/C MENTA T.4,2"
"-:3190050067,I-BL190-0106-22 CAMISETA M/C MENTA T.6,2"
"-:3190050068,I-BL190-0106-22 CAMISETA M/C MENTA T.8,2"
"I-BL190-0107-22 CAMISETA"
"-:I-BL190-0107-22 CAMISETA,360,13"
"-:3190050069,I-BL190-0107-22 CAMISETA M/C MENTA T.2,1"
"-:3190050070,I-BL190-0107-22 CAMISETA M/C MENTA T.4,5"
"-:3190050071,I-BL190-0107-22 CAMISETA M/C MENTA T.6,5"
"-:3190050072,I-BL190-0107-22 CAMISETA M/C MENTA T.8,2"
"I-BL190-0108-22 CAMISETA"
"-:I-BL190-0108-22 CAMISETA,365,25"
"-:3190050073,I-BL190-0108-22 CAMISETA M/C GRIS JASPEADO T.2,2"
"-:3190050074,I-BL190-0108-22 CAMISETA M/C GRIS JASPEADO T.4,9"
"-:3190050075,I-BL190-0108-22 CAMISETA M/C GRIS JASPEADO T.6,3"
"-:3190050076,I-BL190-0108-22 CAMISETA M/C GRIS JASPEADO T.8,11"
"I-BL190-0109-22 CAMISETA"
"-:I-BL190-0109-22 CAMISETA,370,16"
"-:3190050077,I-BL190-0109-22 CAMISETA M/C GRIS JASPEADO T.2,2"
"-:3190050078,I-BL190-0109-22 CAMISETA M/C GRIS JASPEADO T.4,4"
"-:3190050079,I-BL190-0109-22 CAMISETA M/C GRIS JASPEADO T.6,3"
"-:3190050080,I-BL190-0109-22 CAMISETA M/C GRIS JASPEADO T.8,7"
"I-BL190-0110-22 CAMISETA"
"-:I-BL190-0110-22 CAMISETA,375,26"
"-:3190050081,I-BL190-0110-22 CAMISETA M/C AZUL MARINO T.2,6"
"-:3190050082,I-BL190-0110-22 CAMISETA M/C AZUL MARINO T.4,5"
"-:3190050083,I-BL190-0110-22 CAMISETA M/C AZUL MARINO T.6,9"
"-:3190050084,I-BL190-0110-22 CAMISETA M/C AZUL MARINO T.8,6"
"I-BL190-0111-22 CAMISETA"
"-:I-BL190-0111-22 CAMISETA,380,27"
"-:3190050085,I-BL190-0111-22 CAMISETA M/C FUCSIA T.2,5"
"-:3190050086,I-BL190-0111-22 CAMISETA M/C FUCSIA T.4,7"
"-:3190050087,I-BL190-0111-22 CAMISETA M/C FUCSIA T.6,6"
"-:3190050088,I-BL190-0111-22 CAMISETA M/C FUCSIA T.8,9"
"I-BL190-0112-22 CAMISETA"
"-:I-BL190-0112-22 CAMISETA,385,12"
"-:3190050089,I-BL190-0112-22 CAMISETA M/C FUCSIA T.2,1"
"-:3190050090,I-BL190-0112-22 CAMISETA M/C FUCSIA T.4,5"
"-:3190050091,I-BL190-0112-22 CAMISETA M/C FUCSIA T.6,3"
"-:3190050092,I-BL190-0112-22 CAMISETA M/C FUCSIA T.8,3"
"I-BL190-0113-22 CAMISETA"
"-:I-BL190-0113-22 CAMISETA,388,6"
"-:3190050094,I-BL190-0113-22 CAMISETA M/C AMARILLO T.4,5"
"-:3190050096,I-BL190-0113-22 CAMISETA M/C AMARILLO T.8,1"
"I-BL190-0114-22 CAMISETA"
"-:I-BL190-0114-22 CAMISETA,393,10"
"-:3190050097,I-BL190-0114-22 CAMISETA M/C AMARILLO T.2,1"
"-:3190050098,I-BL190-0114-22 CAMISETA M/C AMARILLO T.4,5"
"-:3190050099,I-BL190-0114-22 CAMISETA M/C AMARILLO T.6,2"
"-:3190050100,I-BL190-0114-22 CAMISETA M/C AMARILLO T.8,2"
"I-BL190-0115-22 CAMISETA"
"-:I-BL190-0115-22 CAMISETA,398,15"
"-:3190050101,I-BL190-0115-22 CAMISETA M/C ROSADO T.2,5"
"-:3190050102,I-BL190-0115-22 CAMISETA M/C ROSADO T.4,2"
"-:3190050103,I-BL190-0115-22 CAMISETA M/C ROSADO T.6,5"
"-:3190050104,I-BL190-0115-22 CAMISETA M/C ROSADO T.8,3"
"I-BL190-0116-22 CAMISETA"
"-:I-BL190-0116-22 CAMISETA,403,16"
"-:3190050105,I-BL190-0116-22 CAMISETA M/C MELON T.2,3"
"-:3190050106,I-BL190-0116-22 CAMISETA M/C MELON T.4,4"
"-:3190050107,I-BL190-0116-22 CAMISETA M/C MELON T.6,6"
"-:3190050108,I-BL190-0116-22 CAMISETA M/C MELON T.8,3"
"I-BL190-0117-22 CAMISETA"
"-:I-BL190-0117-22 CAMISETA,408,41"
"-:3190050109,I-BL190-0117-22 CAMISETA M/C ROSADO CLARO T.2,8"
"-:3190050110,I-BL190-0117-22 CAMISETA M/C ROSADO CLARO T.4,15"
"-:3190050111,I-BL190-0117-22 CAMISETA M/C ROSADO CLARO T.6,6"
"-:3190050112,I-BL190-0117-22 CAMISETA M/C ROSADO CLARO T.8,12"
"I-BLEONORI-0101-22 VESTIDO"
"-:I-BLEONORI-0101-22 VESTIDO,413,20"
"-:3190090001,I-BLEONORI-0101-22 VESTIDO SISA CORAL T.2,3"
"-:3190090002,I-BLEONORI-0101-22 VESTIDO SISA CORAL T.4,10"
"-:3190090003,I-BLEONORI-0101-22 VESTIDO SISA CORAL T.6,4"
"-:3190090004,I-BLEONORI-0101-22 VESTIDO SISA CORAL T.8,3"
"I-BLEONORI-0102-22 VESTIDO"
"-:I-BLEONORI-0102-22 VESTIDO,418,16"
"-:3190090005,I-BLEONORI-0102-22 VESTIDO SISA MENTA T.2,3"
"-:3190090006,I-BLEONORI-0102-22 VESTIDO SISA MENTA T.4,6"
"-:3190090007,I-BLEONORI-0102-22 VESTIDO SISA MENTA T.6,2"
"-:3190090008,I-BLEONORI-0102-22 VESTIDO SISA MENTA T.8,5"
"I-BLEONORI-0103-22 VESTIDO"
"-:I-BLEONORI-0103-22 VESTIDO,423,16"
"-:3190090009,I-BLEONORI-0103-22 VESTIDO SISA AMARILLO T.2,2"
"-:3190090010,I-BLEONORI-0103-22 VESTIDO SISA AMARILLO T.4,8"
"-:3190090011,I-BLEONORI-0103-22 VESTIDO SISA AMARILLO T.6,3"
"-:3190090012,I-BLEONORI-0103-22 VESTIDO SISA AMARILLO T.8,3"
"I-BLEONORI-0104-22 VESTIDO"
"-:I-BLEONORI-0104-22 VESTIDO,428,21"
"-:3190090013,I-BLEONORI-0104-22 VESTIDO SISA GRIS JASPEADO T.2,2"
"-:3190090014,I-BLEONORI-0104-22 VESTIDO SISA GRIS JASPEADO T.4,7"
"-:3190090015,I-BLEONORI-0104-22 VESTIDO SISA GRIS JASPEADO T.6,5"
"-:3190090016,I-BLEONORI-0104-22 VESTIDO SISA GRIS JASPEADO T.8,7"
"I-BLEONORI-0105-22 VESTIDO"
"-:I-BLEONORI-0105-22 VESTIDO,433,23"
"-:3190090017,I-BLEONORI-0105-22 VESTIDO SISA BEIGE T.2,5"
"-:3190090018,I-BLEONORI-0105-22 VESTIDO SISA BEIGE T.4,5"
"-:3190090019,I-BLEONORI-0105-22 VESTIDO SISA BEIGE T.6,6"
"-:3190090020,I-BLEONORI-0105-22 VESTIDO SISA BEIGE T.8,7"
"I-BLEONORI-0106-22 VESTIDO"
"-:I-BLEONORI-0106-22 VESTIDO,438,22"
"-:3190090021,I-BLEONORI-0106-22 VESTIDO SISA MELON T.2,2"
"-:3190090022,I-BLEONORI-0106-22 VESTIDO SISA MELON T.4,8"
"-:3190090023,I-BLEONORI-0106-22 VESTIDO SISA MELON T.6,9"
"-:3190090024,I-BLEONORI-0106-22 VESTIDO SISA MELON T.8,3"
"I-BLEONORI-0107-22 VESTIDO"
"-:I-BLEONORI-0107-22 VESTIDO,443,37"
"-:3190090025,I-BLEONORI-0107-22 VESTIDO SISA AZUL T.2,5"
"-:3190090026,I-BLEONORI-0107-22 VESTIDO SISA AZUL T.4,14"
"-:3190090027,I-BLEONORI-0107-22 VESTIDO SISA AZUL T.6,9"
"-:3190090028,I-BLEONORI-0107-22 VESTIDO SISA AZUL T.8,9"
"URB-JESSI-22 CAMISETA"
"-:URB-JESSI-22 CAMISETA,454,12"
"-:3190050909,URB-JESSI-22 CAMISETA CORTA MOSTAZA T.P,1"
"-:3190050910,URB-JESSI-22 CAMISETA CORTA MOSTAZA T.M,1"
"-:3190050911,URB-JESSI-22 CAMISETA CORTA MOSTAZA T.G,1"
"-:3190050912,URB-JESSI-22 CAMISETA CORTA MOSTAZA T.EG,2"
"-:3190050914,URB-JESSI-22 CAMISETA CORTA NEGRO T.M,1"
"-:3190050915,URB-JESSI-22 CAMISETA CORTA NEGRO T.G,1"
"-:3190050917,URB-JESSI-22 CAMISETA CORTA TERRACOTA T.P,1"
"-:3190050918,URB-JESSI-22 CAMISETA CORTA TERRACOTA T.M,1"
"-:3190050919,URB-JESSI-22 CAMISETA CORTA TERRACOTA T.G,2"
"-:3190050921,URB-JESSI-22 CAMISETA CORTA VERDE ACEITUNA T.P,1"
"URB-LILA-0201-22 CAMISETA"
"-:URB-LILA-0201-22 CAMISETA,459,19"
"-:3190050977,URB-LILA-0201-22 CAMISETA CORTA NEGRO T.P,6"
"-:3190050978,URB-LILA-0201-22 CAMISETA CORTA NEGRO T.M,5"
"-:3190050979,URB-LILA-0201-22 CAMISETA CORTA NEGRO T.G,2"
"-:3190050980,URB-LILA-0201-22 CAMISETA CORTA NEGRO T.EG,6"
"URB-LILA-0202-22 CAMISETA"
"-:URB-LILA-0202-22 CAMISETA,464,47"
"-:3190050981,URB-LILA-0202-22 CAMISETA CORTA PALO ROSA T.P,7"
"-:3190050982,URB-LILA-0202-22 CAMISETA CORTA PALO ROSA T.M,17"
"-:3190050983,URB-LILA-0202-22 CAMISETA CORTA PALO ROSA T.G,14"
"-:3190050984,URB-LILA-0202-22 CAMISETA CORTA PALO ROSA T.EG,9"
"URB-LILA-0203-22 CAMISETA"
"-:URB-LILA-0203-22 CAMISETA,469,47"
"-:3190050985,URB-LILA-0203-22 CAMISETA CORTA VERDE MILITAR T.P,7"
"-:3190050986,URB-LILA-0203-22 CAMISETA CORTA VERDE MILITAR T.M,17"
"-:3190050987,URB-LILA-0203-22 CAMISETA CORTA VERDE MILITAR T.G,16"
"-:3190050988,URB-LILA-0203-22 CAMISETA CORTA VERDE MILITAR T.EG,7"
"URB-LILA-0204-22 CAMISETA"
"-:URB-LILA-0204-22 CAMISETA,474,25"
"-:3190050989,URB-LILA-0204-22 CAMISETA CORTA MENTA T.P,3"
"-:3190050990,URB-LILA-0204-22 CAMISETA CORTA MENTA T.M,10"
"-:3190050991,URB-LILA-0204-22 CAMISETA CORTA MENTA T.G,7"
"-:3190050992,URB-LILA-0204-22 CAMISETA CORTA MENTA T.EG,5"
"URB-LILA-0205-22 CAMISETA"
"-:URB-LILA-0205-22 CAMISETA,479,42"
"-:3190050993,URB-LILA-0205-22 CAMISETA CORTA BEIGE T.P,8"
"-:3190050994,URB-LILA-0205-22 CAMISETA CORTA BEIGE T.M,12"
"-:3190050995,URB-LILA-0205-22 CAMISETA CORTA BEIGE T.G,11"
"-:3190050996,URB-LILA-0205-22 CAMISETA CORTA BEIGE T.EG,11"
"URB-LILA-0206-22 CAMISETA"
"-:URB-LILA-0206-22 CAMISETA,484,35"
"-:3190050997,URB-LILA-0206-22 CAMISETA CORTA AZUL MARINO T.P,7"
"-:3190050998,URB-LILA-0206-22 CAMISETA CORTA AZUL MARINO T.M,13"
"-:3190050999,URB-LILA-0206-22 CAMISETA CORTA AZUL MARINO T.G,8"
"-:3190051000,URB-LILA-0206-22 CAMISETA CORTA AZUL MARINO T.EG,7"
"URB-LILA-0207-22 CAMISETA"
"-:URB-LILA-0207-22 CAMISETA,489,28"
"-:3190051001,URB-LILA-0207-22 CAMISETA CORTA ROSADO T.P,9"
"-:3190051002,URB-LILA-0207-22 CAMISETA CORTA ROSADO T.M,11"
"-:3190051003,URB-LILA-0207-22 CAMISETA CORTA ROSADO T.G,6"
"-:3190051004,URB-LILA-0207-22 CAMISETA CORTA ROSADO T.EG,2"
"URB-LILA-0208-22 CAMISETA"
"-:URB-LILA-0208-22 CAMISETA,494,54"
"-:3190051005,URB-LILA-0208-22 CAMISETA CORTA GRIS JASPEADO T.P,10"
"-:3190051006,URB-LILA-0208-22 CAMISETA CORTA GRIS JASPEADO T.M,17"
"-:3190051007,URB-LILA-0208-22 CAMISETA CORTA GRIS JASPEADO T.G,16"
"-:3190051008,URB-LILA-0208-22 CAMISETA CORTA GRIS JASPEADO T.EG,11"
"URB-LUCIANA-22 CAMISETA"
"-:URB-LUCIANA-22 CAMISETA,511,24"
"-:3190050887,URB-LUCIANA-22 CAMISETA CORTA GRIS OSCURO T.G,2"
"-:3190050889,URB-LUCIANA-22 CAMISETA CORTA HABANO T.P,1"
"-:3190050890,URB-LUCIANA-22 CAMISETA CORTA HABANO T.M,1"
"-:3190050891,URB-LUCIANA-22 CAMISETA CORTA HABANO T.G,1"
"-:3190050893,URB-LUCIANA-22 CAMISETA CORTA MELON T.P,1"
"-:3190050894,URB-LUCIANA-22 CAMISETA CORTA MELON T.M,1"
"-:3190050896,URB-LUCIANA-22 CAMISETA CORTA MELON T.EG,2"
"-:3190050898,URB-LUCIANA-22 CAMISETA CORTA NEGRO T.M,1"
"-:3190050901,URB-LUCIANA-22 CAMISETA CORTA PALO ROSA OSCURO T.P,4"
"-:3190050902,URB-LUCIANA-22 CAMISETA CORTA PALO ROSA OSCURO T.M,1"
"-:3190050903,URB-LUCIANA-22 CAMISETA CORTA PALO ROSA OSCURO T.G,1"
"-:3190050904,URB-LUCIANA-22 CAMISETA CORTA PALO ROSA OSCURO T.EG,1"
"-:3190050905,URB-LUCIANA-22 CAMISETA CORTA VERDE ACEITUNA T.P,2"
"-:3190050906,URB-LUCIANA-22 CAMISETA CORTA VERDE ACEITUNA T.M,1"
"-:3190050907,URB-LUCIANA-22 CAMISETA CORTA VERDE ACEITUNA T.G,3"
"-:3190050908,URB-LUCIANA-22 CAMISETA CORTA VERDE ACEITUNA T.EG,1"
"CT-ALBA-0101-22"
"-:CT-ALBA-0101-22,539,-1"
"-:3190050966,CT-ALBA-0101-22 CAMISETA CORTA AMARILLO T.16,-1"
"CT-ALBA-0102-22"
"-:CT-ALBA-0102-22,542,-2"
"-:3190050972,CT-ALBA-0102-22 CAMISETA CORTA NEGRO T.20,-1"
"-:3190050970,CT-ALBA-0102-22 CAMISETA CORTA NEGRO T.16,-1"
"CT-ALBA-0103-22"
"-:CT-ALBA-0103-22,544,-1"
"-:3190050974,CT-ALBA-0103-22 CAMISETA CORTA CELESTE T.16,-1"
"CT-GABY-0101-22"
"-:CT-GABY-0101-22,546,-1"
"-:3190050209,CT-GABY-0101-22 CAMISETA CORTA MENTA T.P,-1"
"CT-GABY-0104-22"
"-:CT-GABY-0104-22,548,-1"
"-:3190050223,CT-GABY-0104-22 CAMISETA CORTA BEIGE T.G,-1"
"E-BESMA-01-22"
"-:E-BESMA-01-22,552,-1"
"-:3190050039,E-BESMA-01-22 CAMISETA M/C GRIS JASPEADO T.14,-1"
"E-BL190-0101-22"
"-:E-BL190-0101-22,554,-1"
"-:3190050003,E-BL190-0101-22 CAMISETA M/C PALO ROSA T.14,-1"
"URB-LILA-0202-22"
"-:URB-LILA-0202-22,561,-2"
"-:3190050982,URB-LILA-0202-22 CAMISETA CORTA PALO ROSA T.M,-2"
"URB-LILA-0203-22"
"-:URB-LILA-0203-22,563,-1"
"-:3190050986,URB-LILA-0203-22 CAMISETA CORTA VERDE MILITAR T.M,-1"
"URB-LILA-0204-22"
"-:URB-LILA-0204-22,565,-1"
"-:3190050990,URB-LILA-0204-22 CAMISETA CORTA MENTA T.M,-1"
"URB-LILA-0205-22"
"-:URB-LILA-0205-22,567,-1"
"-:3190050994,URB-LILA-0205-22 CAMISETA CORTA BEIGE T.M,-1"
"URB-LUCIANA-22"
"-:URB-LUCIANA-22,569,-1"
"-:3190050902,URB-LUCIANA-22 CAMISETA CORTA PALO ROSA OSCURO T.M,-1"
